Age,Gender,Education,Country,Ethnicity,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
2,0,University degree,USA,White,CL5,CL1,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL4,CL0,CL0,CL2,CL4,CL0,CL4,CL1,CL0,CL0
2,0,Masters degree,USA,White,CL6,CL6,CL0,CL0,CL6,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0,CL5,CL0,CL0
2,1,"Some college or university, no certificate or degree",USA,White,CL5,CL0,CL0,CL3,CL6,CL2,CL5,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL0,CL0,CL0
2,1,Masters degree,USA,White,CL4,CL6,CL0,CL4,CL6,CL4,CL6,CL4,CL0,CL1,CL3,CL1,CL4,CL1,CL4,CL0,CL3,CL0,CL2
2,0,"Some college or university, no certificate or degree",Other,White,CL5,CL3,CL2,CL3,CL6,CL4,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL2,CL3,CL3,CL0,CL0
2,1,Professional certificate/ diploma,Australia,White,CL6,CL3,CL2,CL3,CL6,CL4,CL6,CL3,CL0,CL3,CL0,CL4,CL4,CL4,CL3,CL4,CL5,CL0,CL0
2,1,University degree,UK,White,CL5,CL0,CL2,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL2,CL0,CL1
2,0,University degree,Canada,White,CL0,CL6,CL0,CL0,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0
2,0,Left school at 16 years,USA,White,CL5,CL0,CL0,CL3,CL6,CL6,CL3,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL5,CL3,CL6,CL0,CL0
2,1,University degree,Other,White,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,0,"Some college or university, no certificate or degree",USA,White,CL3,CL2,CL0,CL5,CL6,CL6,CL4,CL3,CL0,CL2,CL0,CL0,CL2,CL2,CL5,CL2,CL6,CL0,CL2
2,0,Professional certificate/ diploma,USA,White,CL6,CL6,CL0,CL5,CL6,CL6,CL6,CL2,CL0,CL2,CL2,CL0,CL5,CL4,CL5,CL3,CL6,CL0,CL0
2,1,Masters degree,USA,White,CL5,CL5,CL0,CL5,CL5,CL5,CL6,CL4,CL0,CL3,CL0,CL3,CL0,CL2,CL4,CL4,CL2,CL0,CL0
2,0,Doctorate degree,USA,White,CL5,CL0,CL2,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,University degree,USA,White,CL5,CL3,CL0,CL3,CL6,CL6,CL4,CL2,CL2,CL2,CL0,CL2,CL2,CL2,CL2,CL2,CL3,CL0,CL0
2,0,Left school at 18 years,USA,White,CL5,CL2,CL5,CL2,CL6,CL6,CL5,CL2,CL1,CL3,CL0,CL0,CL4,CL3,CL0,CL2,CL6,CL0,CL2
2,1,University degree,UK,White,CL3,CL2,CL1,CL1,CL6,CL1,CL4,CL2,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL0,CL2,CL0,CL1
2,1,University degree,UK,White,CL6,CL3,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL1
2,1,University degree,UK,Other,CL3,CL0,CL0,CL3,CL3,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,Masters degree,UK,White,CL6,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,Doctorate degree,UK,White,CL3,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,"Some college or university, no certificate or degree",UK,White,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,Professional certificate/ diploma,UK,White,CL6,CL1,CL1,CL0,CL6,CL3,CL5,CL2,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
2,1,Professional certificate/ diploma,UK,White,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,Masters degree,UK,White,CL5,CL2,CL2,CL3,CL6,CL2,CL5,CL3,CL0,CL3,CL0,CL5,CL0,CL0,CL0,CL0,CL5,CL0,CL0
2,1,Masters degree,UK,White,CL5,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL1
2,1,Professional certificate/ diploma,UK,White,CL3,CL2,CL2,CL3,CL3,CL3,CL3,CL3,CL0,CL3,CL0,CL0,CL0,CL2,CL0,CL2,CL3,CL0,CL0
2,1,"Some college or university, no certificate or degree",USA,Mixed-White/Asian,CL5,CL2,CL0,CL3,CL6,CL6,CL6,CL2,CL2,CL0,CL2,CL0,CL0,CL3,CL6,CL3,CL2,CL0,CL1
2,0,Professional certificate/ diploma,UK,White,CL5,CL3,CL3,CL0,CL6,CL6,CL4,CL6,CL2,CL5,CL0,CL2,CL3,CL2,CL0,CL2,CL6,CL0,CL0
2,0,"Some college or university, no certificate or degree",USA,White,CL5,CL0,CL2,CL2,CL6,CL4,CL0,CL3,CL2,CL3,CL2,CL2,CL2,CL2,CL0,CL2,CL6,CL0,CL2
2,1,Masters degree,USA,White,CL6,CL2,CL0,CL5,CL6,CL6,CL5,CL4,CL0,CL4,CL0,CL3,CL2,CL4,CL0,CL5,CL6,CL0,CL5
2,0,"Some college or university, no certificate or degree",USA,White,CL3,CL2,CL0,CL2,CL6,CL3,CL4,CL2,CL0,CL2,CL0,CL0,CL3,CL2,CL2,CL2,CL3,CL0,CL2
2,0,"Some college or university, no certificate or degree",USA,White,CL4,CL6,CL0,CL3,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL2,CL4,CL6,CL0,CL0
2,0,Masters degree,UK,White,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
2,1,University degree,Other,Other,CL5,CL0,CL0,CL3,CL6,CL5,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL3,CL6,CL0,CL0
2,1,Masters degree,Republic of Ireland,White,CL5,CL2,CL0,CL2,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL2
2,0,Professional certificate/ diploma,USA,White,CL5,CL3,CL0,CL0,CL6,CL6,CL5,CL3,CL0,CL2,CL0,CL0,CL3,CL2,CL0,CL3,CL6,CL0,CL0
2,1,University degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
2,1,University degree,UK,White,CL5,CL0,CL0,CL0,CL0,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,0,"Some college or university, no certificate or degree",Other,White,CL5,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL3,CL6,CL0,CL0
2,0,"Some college or university, no certificate or degree",Other,White,CL6,CL0,CL0,CL0,CL6,CL4,CL4,CL0,CL0,CL4,CL0,CL0,CL0,CL3,CL0,CL3,CL6,CL0,CL0
2,1,Masters degree,UK,White,CL5,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,Professional certificate/ diploma,USA,White,CL4,CL3,CL0,CL3,CL6,CL5,CL0,CL3,CL1,CL2,CL3,CL0,CL3,CL2,CL6,CL2,CL6,CL0,CL2
2,1,Masters degree,UK,White,CL6,CL0,CL2,CL0,CL0,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
2,0,University degree,Canada,White,CL5,CL3,CL3,CL3,CL6,CL6,CL4,CL4,CL6,CL4,CL3,CL3,CL3,CL3,CL3,CL3,CL6,CL0,CL0
2,1,Masters degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,Masters degree,Canada,Mixed-White/Asian,CL3,CL4,CL0,CL6,CL6,CL4,CL5,CL4,CL0,CL3,CL0,CL0,CL3,CL4,CL0,CL4,CL6,CL0,CL1
2,1,University degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
2,1,Doctorate degree,USA,White,CL0,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,Masters degree,UK,White,CL3,CL0,CL0,CL0,CL6,CL3,CL5,CL3,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
2,1,Masters degree,UK,White,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
2,1,University degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,Masters degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,University degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
2,1,Masters degree,UK,White,CL5,CL0,CL2,CL0,CL6,CL3,CL6,CL2,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL5,CL0,CL0
2,1,University degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,University degree,UK,White,CL6,CL2,CL1,CL2,CL6,CL3,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL5,CL0,CL3
2,1,University degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
2,1,Doctorate degree,UK,Mixed-White/Black,CL6,CL2,CL2,CL3,CL6,CL2,CL4,CL5,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
2,1,University degree,UK,White,CL6,CL0,CL0,CL0,CL5,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
2,1,Masters degree,UK,White,CL5,CL0,CL2,CL0,CL6,CL5,CL5,CL0,CL0,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL5,CL0,CL0
2,0,Masters degree,UK,White,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
2,1,Doctorate degree,UK,White,CL5,CL2,CL2,CL0,CL5,CL5,CL5,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0
2,1,University degree,UK,White,CL3,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,University degree,USA,White,CL5,CL1,CL0,CL3,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL1,CL2,CL1,CL0,CL3,CL5,CL0,CL1
2,1,Masters degree,UK,White,CL5,CL0,CL1,CL3,CL5,CL2,CL6,CL2,CL0,CL2,CL0,CL2,CL0,CL0,CL0,CL2,CL2,CL0,CL0
2,1,University degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL2,CL2,CL0,CL0
2,1,Doctorate degree,UK,White,CL5,CL0,CL2,CL0,CL6,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
2,1,Masters degree,Republic of Ireland,White,CL5,CL0,CL2,CL2,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
2,0,"Some college or university, no certificate or degree",USA,White,CL4,CL0,CL0,CL0,CL5,CL6,CL4,CL0,CL0,CL4,CL0,CL0,CL0,CL3,CL0,CL4,CL0,CL0,CL0
2,0,"Some college or university, no certificate or degree",USA,White,CL6,CL0,CL0,CL5,CL5,CL6,CL6,CL6,CL0,CL4,CL0,CL2,CL6,CL2,CL0,CL2,CL6,CL0,CL0
2,0,"Some college or university, no certificate or degree",UK,White,CL5,CL0,CL2,CL0,CL6,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL6,CL0,CL1
2,1,University degree,USA,White,CL6,CL6,CL0,CL3,CL5,CL6,CL5,CL3,CL2,CL5,CL3,CL2,CL0,CL3,CL0,CL3,CL6,CL0,CL0
2,1,Masters degree,UK,Mixed-White/Black,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,Masters degree,UK,White,CL2,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,Masters degree,UK,White,CL1,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,Masters degree,UK,White,CL4,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,Masters degree,UK,White,CL4,CL0,CL0,CL0,CL2,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
2,1,University degree,USA,Black,CL5,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,Masters degree,UK,White,CL5,CL2,CL2,CL0,CL5,CL2,CL6,CL3,CL0,CL2,CL0,CL0,CL3,CL0,CL0,CL2,CL5,CL0,CL0
2,1,Doctorate degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL1
2,1,Doctorate degree,UK,White,CL5,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0
2,1,Doctorate degree,UK,White,CL4,CL1,CL0,CL1,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL6,CL0,CL1
2,1,University degree,UK,White,CL4,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
2,0,Masters degree,UK,White,CL5,CL0,CL2,CL0,CL6,CL3,CL5,CL3,CL0,CL2,CL0,CL0,CL2,CL0,CL5,CL0,CL6,CL0,CL0
2,0,Masters degree,UK,White,CL4,CL1,CL1,CL0,CL5,CL0,CL3,CL1,CL0,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,"Some college or university, no certificate or degree",USA,Mixed-Black/Asian,CL3,CL0,CL0,CL6,CL5,CL6,CL6,CL3,CL0,CL1,CL0,CL0,CL0,CL1,CL3,CL0,CL4,CL0,CL0
2,1,Masters degree,UK,White,CL4,CL0,CL0,CL0,CL0,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
2,1,Masters degree,USA,White,CL6,CL0,CL0,CL3,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0
2,1,"Some college or university, no certificate or degree",USA,White,CL5,CL6,CL3,CL4,CL5,CL2,CL5,CL4,CL2,CL5,CL4,CL3,CL3,CL3,CL4,CL3,CL6,CL0,CL0
2,0,Professional certificate/ diploma,Canada,White,CL5,CL2,CL0,CL0,CL6,CL6,CL5,CL5,CL2,CL4,CL0,CL0,CL2,CL5,CL0,CL2,CL6,CL0,CL0
2,1,"Some college or university, no certificate or degree",USA,Other,CL3,CL2,CL0,CL6,CL6,CL2,CL4,CL2,CL2,CL3,CL2,CL0,CL2,CL2,CL6,CL3,CL6,CL0,CL0
2,1,University degree,UK,White,CL5,CL4,CL3,CL0,CL5,CL4,CL6,CL2,CL0,CL4,CL0,CL3,CL5,CL0,CL0,CL3,CL5,CL0,CL0
2,1,Doctorate degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,University degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,"Some college or university, no certificate or degree",USA,White,CL6,CL0,CL0,CL2,CL6,CL2,CL2,CL2,CL0,CL2,CL0,CL0,CL0,CL2,CL2,CL2,CL3,CL0,CL0
2,1,Doctorate degree,UK,White,CL5,CL1,CL2,CL3,CL6,CL2,CL5,CL2,CL0,CL1,CL0,CL0,CL2,CL0,CL0,CL1,CL1,CL0,CL1
2,0,Masters degree,Other,White,CL5,CL5,CL0,CL0,CL5,CL0,CL6,CL5,CL0,CL5,CL0,CL0,CL5,CL4,CL0,CL3,CL0,CL0,CL0
2,0,Doctorate degree,USA,Other,CL5,CL4,CL0,CL4,CL6,CL6,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL6,CL0,CL0
2,0,University degree,USA,White,CL6,CL3,CL3,CL3,CL6,CL6,CL5,CL2,CL0,CL5,CL2,CL3,CL4,CL5,CL3,CL2,CL5,CL0,CL2
2,1,Professional certificate/ diploma,USA,White,CL5,CL1,CL1,CL4,CL5,CL6,CL5,CL2,CL1,CL2,CL0,CL0,CL2,CL1,CL0,CL2,CL2,CL0,CL1
2,0,"Some college or university, no certificate or degree",USA,White,CL0,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL0
2,0,Left school at 18 years,USA,White,CL3,CL2,CL0,CL4,CL6,CL2,CL6,CL2,CL2,CL2,CL4,CL0,CL2,CL2,CL6,CL2,CL6,CL0,CL0
2,0,Professional certificate/ diploma,USA,White,CL3,CL6,CL3,CL5,CL6,CL3,CL3,CL5,CL0,CL5,CL0,CL5,CL5,CL5,CL5,CL4,CL6,CL0,CL0
2,1,University degree,USA,Other,CL5,CL6,CL4,CL4,CL6,CL6,CL6,CL3,CL0,CL2,CL0,CL0,CL6,CL3,CL0,CL3,CL6,CL0,CL0
2,0,Left school at 18 years,Australia,White,CL6,CL5,CL4,CL3,CL5,CL5,CL6,CL3,CL0,CL4,CL0,CL2,CL3,CL2,CL6,CL0,CL5,CL0,CL0
2,0,"Some college or university, no certificate or degree",USA,White,CL6,CL3,CL0,CL4,CL4,CL6,CL5,CL2,CL2,CL2,CL5,CL2,CL6,CL3,CL3,CL4,CL3,CL0,CL2
2,0,University degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
2,1,Masters degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
2,1,Professional certificate/ diploma,UK,White,CL6,CL2,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
2,0,Masters degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL4,CL0,CL0
2,1,"Some college or university, no certificate or degree",UK,White,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,Masters degree,UK,Asian,CL4,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,0,University degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
2,1,Masters degree,UK,White,CL5,CL0,CL3,CL0,CL5,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
2,1,Masters degree,UK,White,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
2,1,Masters degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
2,1,University degree,UK,White,CL6,CL1,CL2,CL3,CL6,CL2,CL6,CL4,CL2,CL3,CL0,CL1,CL3,CL0,CL0,CL2,CL3,CL0,CL0
2,1,University degree,UK,White,CL5,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,University degree,UK,White,CL5,CL0,CL1,CL0,CL5,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0
2,1,Masters degree,UK,White,CL5,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
2,1,Professional certificate/ diploma,UK,White,CL4,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
2,1,Professional certificate/ diploma,UK,White,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
2,0,Masters degree,UK,White,CL4,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
2,1,University degree,UK,White,CL4,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,University degree,UK,Asian,CL0,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,0,"Some college or university, no certificate or degree",USA,White,CL3,CL5,CL5,CL5,CL5,CL3,CL4,CL3,CL3,CL5,CL2,CL0,CL6,CL3,CL2,CL3,CL6,CL0,CL1
2,1,University degree,UK,White,CL4,CL0,CL1,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,University degree,UK,White,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,0,"Some college or university, no certificate or degree",UK,White,CL4,CL1,CL2,CL0,CL6,CL1,CL6,CL3,CL0,CL4,CL0,CL0,CL3,CL1,CL0,CL2,CL0,CL0,CL1
2,0,Masters degree,UK,White,CL5,CL0,CL1,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL1,CL3,CL0,CL0
2,0,"Some college or university, no certificate or degree",USA,White,CL5,CL4,CL0,CL5,CL6,CL6,CL4,CL3,CL1,CL2,CL3,CL1,CL2,CL3,CL4,CL3,CL6,CL0,CL0
2,0,University degree,UK,Black,CL6,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
2,1,Professional certificate/ diploma,UK,White,CL5,CL0,CL0,CL0,CL5,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
2,1,Masters degree,UK,White,CL4,CL1,CL0,CL3,CL6,CL1,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,Masters degree,UK,White,CL3,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,Masters degree,UK,White,CL4,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,Masters degree,UK,White,CL3,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
2,1,Masters degree,UK,White,CL4,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,University degree,UK,White,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
2,1,University degree,UK,White,CL5,CL0,CL0,CL0,CL5,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL1,CL1,CL0,CL0
2,1,Doctorate degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
2,0,"Some college or university, no certificate or degree",Canada,White,CL3,CL3,CL0,CL3,CL5,CL3,CL5,CL3,CL3,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL5,CL0,CL0
2,0,Professional certificate/ diploma,Other,White,CL5,CL2,CL2,CL3,CL6,CL6,CL6,CL4,CL2,CL4,CL0,CL2,CL2,CL0,CL0,CL2,CL6,CL0,CL0
2,1,"Some college or university, no certificate or degree",UK,White,CL4,CL3,CL2,CL0,CL6,CL3,CL6,CL3,CL0,CL3,CL0,CL2,CL4,CL0,CL0,CL2,CL4,CL0,CL0
2,1,Doctorate degree,UK,White,CL5,CL2,CL2,CL4,CL6,CL2,CL6,CL3,CL2,CL3,CL0,CL2,CL2,CL2,CL0,CL2,CL6,CL0,CL0
2,1,University degree,UK,White,CL5,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
2,1,Doctorate degree,Australia,White,CL3,CL0,CL0,CL2,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL0
